,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
6358,Planescape: Torment,PC,1998,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03,91.0,22.0,9.2,813.0,Black Isle Studios,T
6359,Star Wars Jedi Knight: Jedi Academy,PC,2003,Shooter,Activision,0.0,0.03,0.0,0.0,0.03,81.0,34.0,8.6,293.0,Raven Software,T
6360,Red Faction II,GC,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,79.0,12.0,7.3,4.0,Cranky Pants Games,M
6361,Battle Engine Aquila,PS2,2003,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,73.0,17.0,9.0,5.0,Lost Toys,T
6362,Special Forces: Nemesis Strike,XB,2005,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03,60.0,10.0,6.5,4.0,Asobo Studio,M
6363,Women's Volleyball Championship,PS2,2007,Sports,Spike,0.0,0.0,0.03,0.0,0.03,32.0,7.0,4.0,4.0,Spike,E
6364,Crimson Tears,PS2,2004,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,62.0,30.0,7.8,4.0,DreamFactory,T
6365,Battle Assault 3 featuring Gundam Seed,PS2,2004,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,48.0,9.0,8.7,7.0,Natsume,T
6366,WRC: FIA World Rally Championship,PSP,2005,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,67.0,18.0,7.8,19.0,Traveller's Tales,E
6367,Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0.0,0.0,0.0,0.03,41.0,4.0,8.0,6.0,FUN Labs,E
6368,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,66.0,29.0,4.9,9.0,Milestone S.r.l,E
6369,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,35.0,7.4,44.0,CyberConnect2,T
6370,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63.0,12.0,6.8,27.0,BattleGoat Studios,RP
6371,Rise of Nations: Rise of Legends,PC,2006,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,84.0,46.0,8.5,108.0,Big Huge Games,T
6372,The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,36.0,11.0,3.4,5.0,Ubisoft Shanghai,T
6373,Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,74.0,13.0,7.7,23.0,Studio Saizensen,E
6374,EverBlue 2,PS2,2002,Adventure,Capcom,0.02,0.01,0.0,0.0,0.03,59.0,21.0,7.5,4.0,Arika,E
6375,Electroplankton,DS,2005,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,71.0,49.0,7.0,37.0,Indies Zero,E
6376,FIFA World Cup: Germany 2006,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,57.0,4.0,6.9,7.0,EA Canada,E
6377,Earthworm Jim 2,GBA,2002,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,45.0,10.0,5.7,6.0,Super Empire,E
6378,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,70.0,18.0,6.4,8.0,Global A,E10+
6379,MotoGP,PSP,2006,Racing,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,69.0,18.0,7.1,7.0,Namco Bandai Games,E
6380,Apache: Air Assault,PC,2010,Simulation,Just Flight,0.0,0.03,0.0,0.0,0.03,64.0,7.0,7.5,18.0,Gaijin Entertainment,T
6381,Call of Juarez: Bound in Blood,PC,2009,Shooter,Ubisoft,0.0,0.03,0.0,0.0,0.03,78.0,39.0,8.0,282.0,Techland,M
6382,Red Faction: Guerrilla,PC,2009,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,82.0,29.0,7.5,308.0,"Volition Inc., Reactor Zero",M
6383,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,83.0,55.0,6.1,684.0,"Eidos Montreal, Nixxes Software",M
6384,Astonishia Story,PSP,2006,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,48.0,35.0,4.9,18.0,Sonnori,E10+
6385,Prince of Persia: The Forgotten Sands,PC,2010,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,16.0,6.6,218.0,Ubisoft Montreal,T
6386,RACE On,PC,2009,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,73.0,14.0,8.2,20.0,SimBin,E
6387,Song of the Deep,PC,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,12.0,6.3,15.0,Insomniac Games,E
6388,Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,62.0,21.0,6.2,6.0,Tiwak,E
6389,Overlord II,PC,2009,Action,Codemasters,0.0,0.03,0.0,0.0,0.03,79.0,32.0,8.1,159.0,Triumph Studios,T
6390,Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,60.0,5.0,7.2,5.0,Opus Studio,T
6391,Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,31.0,7.0,5.4,11.0,"Gameinvest, Seed Studios, Lda",E
6392,DiRT Rally,PC,2016,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,86.0,33.0,8.7,288.0,Codemasters,E
6393,Trials Fusion,PC,2014,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,80.0,12.0,6.8,97.0,RedLynx,E10+
6394,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.0,0.01,0.03,80.0,18.0,8.0,19.0,"Introversion, Double Eleven",M
6395,Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,65.0,17.0,7.3,44.0,Zerodiv,T
6396,Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,56.0,22.0,5.8,8.0,Broadsword Interactive,E
6397,The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,58.0,17.0,6.1,7.0,Microvision,E10+
6398,Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,62.0,15.0,3.3,86.0,Big Time Software,T
6399,F1 2002,GC,2002,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,72.0,7.0,7.8,4.0,EA Sports,E
6400,Men of War,PC,2009,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03,80.0,22.0,8.1,136.0,Best Way,M
6401,Alter Ego,PC,1985,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,59.0,9.0,5.8,19.0,"Viva Media, Viva Media, LLC",T
6402,Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,88.0,15.0,8.8,188.0,ChunSoft,M
6403,Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,33.0,7.3,27.0,Iron Galaxy Studios,T
6404,Transformers: Devastation,PC,2015,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.6,56.0,PlatinumGames,T
6405,The Golf Club,XOne,2014,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,15.0,5.4,59.0,HB Studios Multimedia,E
6406,Neverwinter Nights,PC,2002,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03,91.0,34.0,8.2,490.0,BioWare,T
6407,Digimon World 4,XB,2005,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,54.0,5.0,8.8,4.0,Bandai,E
6408,Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76.0,10.0,7.3,9.0,Arc System Works,T
6409,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0.0,0.0,0.03,67.0,40.0,7.0,10.0,Confounding Factor,T
6410,Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,61.0,11.0,7.9,7.0,Krome Studios,E
6411,Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,20.0,7.5,549.0,Eagle Dynamics,E
6412,Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,23.0,7.6,19.0,Team 17,E10+
6413,Rabbids Land,WiiU,2012,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,52.0,26.0,5.2,29.0,Ubisoft Paris,E10+
6414,Guild Wars,PC,2005,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,53.0,8.4,455.0,ArenaNet,T
6415,Take On Helicopters,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70.0,10.0,6.7,28.0,Bohemia Interactive,T
6416,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,66.0,16.0,7.8,10.0,Genki,T
6417,Nacho Libre,DS,2006,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,6.0,5.8,6.0,BudCat,E10+
6418,Homeworld 2,PC,2003,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,83.0,31.0,8.3,128.0,Relic,T
6419,Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8.0,8.3,70.0,Ubisoft,E
6420,Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,71.0,27.0,7.1,12.0,Taito Corporation,E
6421,Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,78.0,20.0,9.3,6.0,Namco,E
6422,N+,PSP,2007,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79.0,21.0,7.8,18.0,"Metanet Software Inc., SilverBirch Studios",E
6423,Knights of Honor,PC,2004,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,77.0,26.0,9.1,89.0,Black Sea Studios,E10+
6424,Empire Earth II,PC,2005,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,79.0,39.0,7.1,89.0,Mad Doc Software,T
6425,Hot Pixel,PSP,2007,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,55.0,35.0,6.5,6.0,zSlide,T
6426,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,74.0,5.0,8.1,7.0,Milestone S.r.l,E
6427,Codename: Panzers Cold War,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.03,67.0,28.0,5.8,8.0,Stormregion,T
6428,Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts,0.03,0.0,0.0,0.0,0.03,59.0,14.0,5.8,162.0,LucasArts,T
6429,Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0.0,0.0,0.03,62.0,10.0,7.5,6.0,"Big Blue Bubble Inc., Breakthrough New Media",E
6430,Doom,PC,1992,Shooter,id Software,0.02,0.0,0.0,0.0,0.03,85.0,44.0,8.2,1796.0,id Software,M
6431,Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,35.0,7.0,8.0,7.0,Prograph,E
6432,SimCity,PC,1988,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03,64.0,75.0,2.2,4572.0,Maxis,E10+
6433,Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts,0.0,0.03,0.0,0.0,0.03,64.0,14.0,6.1,35.0,EA Bright Light,E10+
6434,Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks,0.0,0.02,0.0,0.0,0.03,59.0,12.0,5.3,210.0,id Software,M
6435,Popeye: Rush for Spinach,GBA,2005,Platform,Atari,0.02,0.01,0.0,0.0,0.03,48.0,9.0,4.2,5.0,Magic Pockets,E
6436,Culdcept,PS2,2002,Strategy,Sega,0.01,0.01,0.0,0.0,0.03,78.0,26.0,8.9,9.0,NEC Interchannel,T
6437,GTR Evolution,PC,2008,Racing,Atari,0.0,0.02,0.0,0.0,0.03,83.0,19.0,8.2,63.0,SimBin,E
6438,Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,73.0,36.0,6.9,583.0,"City Interactive, Deck 13",M
6439,NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03,75.0,18.0,7.5,8.0,SCEA,E
6440,Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0.0,0.02,0.0,0.0,0.03,87.0,52.0,8.2,275.0,Ironclad Games,T
6441,NBA 2K13,PC,2012,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,90.0,5.0,6.8,130.0,Visual Concepts,E
6442,Resident Evil 4,PC,2007,Action,Ubisoft,0.0,0.02,0.0,0.0,0.03,76.0,15.0,7.4,242.0,Capcom,M
6443,007: Quantum of Solace,PC,2008,Action,Activision,0.01,0.01,0.0,0.0,0.03,70.0,18.0,6.3,55.0,Treyarch,T
6444,Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,44.0,14.0,7.2,5.0,Panther Software,T
6445,Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,54.0,5.0,6.6,5.0,Attention To Detail,E
6446,Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,70.0,7.0,7.0,4.0,Naps Team,T
6447,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03,68.0,16.0,5.2,19.0,Nitro Games,T
6448,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.03,0.0,0.0,0.0,0.03,73.0,11.0,6.6,17.0,Traveller's Tales,E10+
6449,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0.0,0.0,0.0,0.03,81.0,16.0,8.5,6.0,Sumo Digital,T
6450,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0.0,0.0,0.03,44.0,16.0,8.6,5.0,Natsume,T
6451,Mighty No. 9,WiiU,2016,Platform,Deep Silver,0.02,0.01,0.0,0.0,0.03,48.0,9.0,4.6,78.0,Inti Creates,E10+
6452,Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International,0.0,0.02,0.0,0.01,0.03,73.0,16.0,8.4,12.0,Compile Heart,T
6453,The Talos Principle,PS4,2015,Puzzle,Devolver Digital,0.0,0.02,0.0,0.0,0.03,88.0,31.0,8.4,124.0,Croteam,E10+
6454,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,47.0,27.0,8.2,12.0,"Neverland, Idea Factory",T
6455,Syberia II,XB,2004,Adventure,Ubisoft,0.02,0.01,0.0,0.0,0.03,71.0,7.0,8.7,6.0,Microids,T
6456,Braid,PC,2009,Platform,Number None,0.0,0.02,0.0,0.0,0.03,90.0,11.0,8.6,819.0,"Number None Inc., Knockout Games",E10+
6457,Syberia,PC,2002,Action,Microids,0.0,0.02,0.0,0.0,0.03,82.0,26.0,8.5,235.0,Microids,T
6458,Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03,39.0,11.0,4.5,4.0,"Taito Corporation, 505 Games",E
6459,Jack Keane,PC,2008,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,69.0,25.0,7.0,21.0,Legacy Interactive,T
6460,Monsters vs. Aliens,PC,2009,Action,Activision,0.01,0.01,0.0,0.0,0.03,63.0,8.0,6.2,5.0,Beenox,E10+
6461,Ride,PC,2015,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,68.0,8.0,4.8,30.0,Milestone S.r.l,E
6462,LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,79.0,15.0,7.9,55.0,Traveller's Tales,E10+
6463,MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,66.0,16.0,4.5,4.0,Backbone Entertainment,T
6464,The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,77.0,33.0,6.9,30.0,SCE Japan Studio,E10+
6465,Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,78.0,33.0,7.8,13.0,Mobius Entertainment,M
6466,Star Trek: Tactical Assault,PSP,2006,Strategy,Ubisoft,0.02,0.0,0.0,0.0,0.03,64.0,15.0,7.9,10.0,Quicksilver Software,E
6467,Cossacks: European Wars,PC,2001,Strategy,Strategy First,0.0,0.02,0.0,0.0,0.03,74.0,16.0,8.6,60.0,GSC Game World,T
6468,MX vs. ATV Supercross,PS3,2014,Racing,Nordic Games,0.02,0.01,0.0,0.0,0.03,58.0,4.0,3.5,4.0,Nordic Games Publishing,E
6469,NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03,83.0,8.0,8.6,5.0,"Kush Games, Visual Concepts",E
6470,XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.0,0.01,0.0,0.03,43.0,5.0,7.4,24.0,Arc System Works,M
6471,Warhammer: Mark of Chaos,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,73.0,32.0,7.4,57.0,Black Hole Games,M
6472,Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,0.01,0.01,0.0,0.0,0.03,62.0,13.0,8.5,11.0,Micro Cabin,T
6473,Gotcha Force,GC,2003,Shooter,Capcom,0.01,0.0,0.01,0.0,0.03,56.0,24.0,8.2,17.0,Capcom,E
6474,Driver: Parallel Lines,Wii,2007,Racing,Ubisoft,0.01,0.01,0.0,0.0,0.03,59.0,9.0,6.0,20.0,Reflections Interactive,M
6475,Battlefield Vietnam,PC,2004,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,84.0,48.0,7.5,133.0,Digital Illusions,T
6476,Dead Rising 2,PS4,2016,Action,Capcom,0.01,0.0,0.01,0.0,0.03,82.0,4.0,6.6,8.0,Blue Castle Games,M
6477,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03,83.0,14.0,8.4,52.0,Funcom,M
6478,Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,0.02,0.01,0.0,0.0,0.03,75.0,18.0,9.0,9.0,Eurocom Entertainment Software,T
6479,Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.0,0.0,0.03,74.0,22.0,9.3,6.0,Vicarious Visions,E
6480,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,86.0,46.0,9.0,802.0,Remedy Entertainment,M
6481,Magicka,PC,2011,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03,74.0,44.0,7.6,602.0,Arrowhead Game Studios,T
6482,Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",0.02,0.01,0.0,0.0,0.03,76.0,17.0,6.5,11.0,Magic Pockets,T
6483,NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,75.0,14.0,7.7,6.0,EA Sports,E10+
6484,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.03,68.0,12.0,7.4,55.0,Spiders,M
6485,Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0.0,0.02,0.0,0.0,0.03,84.0,30.0,8.7,104.0,ArenaNet,T
6486,Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03,63.0,29.0,6.1,34.0,Electronic Arts,T
6487,Super Monkey Ball Adventure,PS2,2006,Platform,Sega,0.01,0.01,0.0,0.0,0.03,53.0,32.0,6.7,10.0,TT Games,E
6488,Madden NFL 07,GBA,2006,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,68.0,4.0,9.3,4.0,Exient Entertainment,E
6489,MySims,PC,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,70.0,12.0,6.4,8.0,EA Redwood Shores,E
6490,The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,74.0,9.0,7.3,24.0,Maxis,T
6491,AniMates!,DS,2007,Simulation,Lexicon Entertainment,0.02,0.0,0.0,0.0,0.03,33.0,4.0,2.5,4.0,Dreamcatcher,E
6492,Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0.0,0.02,0.0,0.0,0.03,46.0,9.0,4.7,46.0,"LucasArts, Krome Studios",T
6493,The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0.0,0.02,0.0,0.0,0.03,59.0,4.0,6.6,19.0,"Activision, Behaviour Interactive",E
6494,Aegis of Earth: Protonovus Assault,PS4,2016,Action,PQube,0.02,0.0,0.0,0.0,0.03,57.0,11.0,7.8,9.0,Acquire,T
6495,Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,72.0,11.0,7.5,257.0,"Mad Doc Software, Rockstar Vancouver",T
6496,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03,72.0,8.0,7.4,7.0,WayForward,E10+
6497,Metal Saga,PS2,2005,Role-Playing,Success,0.01,0.01,0.0,0.0,0.03,62.0,26.0,7.3,9.0,Crea-Tech,T
6498,Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03,72.0,4.0,8.3,15.0,Larian Studios,M
6499,Battlefield 2142,PC,2006,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.03,80.0,48.0,6.8,326.0,EA DICE,T
6500,Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0.0,0.02,0.0,0.01,0.03,65.0,5.0,6.4,24.0,Games Farm,T
6501,Lost Planet 2,PC,2010,Shooter,Capcom,0.0,0.02,0.0,0.0,0.03,63.0,15.0,6.3,87.0,Capcom,T
6502,X3: Terran Conflict,PC,2008,Simulation,Deep Silver,0.0,0.02,0.0,0.0,0.03,73.0,16.0,7.9,222.0,Egosoft,T
6503,Agatha Christie's The ABC Murders,PS4,2016,Adventure,Microids,0.01,0.01,0.0,0.0,0.03,67.0,17.0,6.2,12.0,Microids,T
6504,Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,0.01,0.01,0.0,0.0,0.03,52.0,13.0,5.3,9.0,Rebellion,M
6505,SWAT 4,PC,2005,Shooter,Vivendi Games,0.0,0.02,0.0,0.0,0.03,85.0,49.0,8.6,224.0,Irrational Games,M
6506,Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03,89.0,27.0,8.6,327.0,Digital Illusions,T
6507,Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03,45.0,9.0,7.3,4.0,7 Studios,E10+
6508,Legend of Kay Anniversary,PS4,2015,Action,Nordic Games,0.0,0.02,0.0,0.0,0.03,62.0,22.0,6.4,11.0,"Neon Studios, Kaiko",E10+
6509,Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.03,80.0,51.0,7.9,159.0,Gas Powered Games,M
6510,Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,74.0,31.0,8.4,46.0,Eidos Interactive,T
6511,ZooCube,GC,2002,Puzzle,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,67.0,15.0,6.1,7.0,PuzzleKings,E
6512,GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,78.0,35.0,6.2,257.0,Codemasters,E
6513,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.02,57.0,24.0,6.7,42.0,Pandemic Studios,T
6514,Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,0.02,0.01,0.0,0.0,0.02,26.0,8.0,3.7,6.0,Gameness Art Software,T
6515,Serious Sam Advance,GBA,2004,Shooter,Global Star,0.02,0.01,0.0,0.0,0.02,51.0,9.0,7.2,10.0,Climax Group,M
6516,Cold War,XB,2005,Shooter,DreamCatcher Interactive,0.02,0.01,0.0,0.0,0.02,60.0,25.0,8.0,4.0,Mindware Studios,T
6517,Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,0.02,0.01,0.0,0.0,0.02,70.0,19.0,8.0,8.0,Capcom,T
6518,NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.02,48.0,4.0,5.5,4.0,Konami,E
6519,Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,0.01,0.01,0.0,0.0,0.02,51.0,21.0,6.0,6.0,Terminal Reality,T
6520,Final Fantasy XIV: Heavensward,PC,2015,Action,Square Enix,0.01,0.01,0.0,0.0,0.02,86.0,14.0,7.7,255.0,Square Enix,T
6521,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02,58.0,22.0,7.1,81.0,Compile Heart,T
6522,"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,0.02,0.01,0.0,0.0,0.02,56.0,6.0,7.7,6.0,Artificial Mind and Movement,E
6523,Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.8,20.0,"Climax Group, Climax Studios",E
6524,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,82.0,46.0,6.5,565.0,Obsidian Entertainment,T
6525,Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0.0,0.02,0.0,0.0,0.02,75.0,25.0,8.6,79.0,Petroglyph,T
6526,Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0.0,0.02,0.0,0.0,0.02,72.0,15.0,8.7,55.0,Blue Tongue Entertainment,T
6527,Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02,86.0,54.0,7.9,374.0,EA Mythic,T
6528,Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,0.02,0.01,0.0,0.0,0.02,71.0,28.0,9.2,27.0,Deadline Games,M
6529,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02,30.0,4.0,4.2,5.0,"Atomic Planet Entertainment, Mud Duck Productions",E
6530,Worms,PS3,2009,Strategy,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02,76.0,9.0,6.9,18.0,Team 17,E10+
6531,Capcom Digital Collection,X360,2012,Action,Capcom,0.02,0.01,0.0,0.0,0.02,65.0,11.0,5.3,4.0,Capcom,T
